AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730203351|SAT-AC|info|nvl 1:(EnviarDadosVenda):174471 CF-e-SAT CFe35200703476811015264590003462880194431539036 gerado com sucesso
20200730203351|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730203415|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730203415|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730203415|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730203416|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730203416|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730203416|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730203417|SAT-AC|info|nvl 1:(EnviarDadosVenda):174623 CF-e-SAT CFe35200703476811015264590003462880194448220194 gerado com sucesso
20200730203417|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730203635|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730203635|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730203635|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730203636|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730203636|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730203636|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730203637|SAT-AC|info|nvl 1:(EnviarDadosVenda):174811 CF-e-SAT CFe35200703476811015264590003462880194450731869 gerado com sucesso
20200730203637|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730203725|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730203725|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730203725|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730203727|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730203727|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730203727|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730203728|SAT-AC|info|nvl 1:(EnviarDadosVenda):174973 CF-e-SAT CFe35200703476811015264590003462880194461690522 gerado com sucesso
20200730203728|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730204241|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204241|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204241|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204242|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204242|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204242|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204243|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204243|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204249|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204249|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204249|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204249|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204249|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204340|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204341|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204341|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204341|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204341|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204342|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730204342|SAT-AC|info|nvl 1:(EnviarDadosVenda):175338 CF-e-SAT CFe35200703476811015264590003462880194470904025 gerado com sucesso
20200730204343|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730204705|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204705|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204705|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204705|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204705|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204705|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204706|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204706|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204712|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204712|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204712|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204713|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204713|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204836|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204836|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204836|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204837|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204837|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204837|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730204838|SAT-AC|info|nvl 1:(EnviarDadosVenda):175717 CF-e-SAT CFe35200703476811015264590003462880194484690413 gerado com sucesso
20200730204838|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730204928|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204928|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204928|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204929|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204929|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204929|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730204930|SAT-AC|info|nvl 1:(EnviarDadosVenda):175853 CF-e-SAT CFe35200703476811015264590003462880194493314607 gerado com sucesso
20200730204930|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730204945|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730204945|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730204945|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730204945|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730204945|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730204946|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730204947|SAT-AC|info|nvl 1:(EnviarDadosVenda):176048 CF-e-SAT CFe35200703476811015264590003462880194502127673 gerado com sucesso
20200730204947|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205130|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205130|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205130|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205130|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205130|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205131|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205132|SAT-AC|info|nvl 1:(EnviarDadosVenda):176187 CF-e-SAT CFe35200703476811015264590003462880194511505944 gerado com sucesso
20200730205132|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205206|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205206|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205206|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205207|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205207|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205207|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205208|SAT-AC|info|nvl 1:(EnviarDadosVenda):176396 CF-e-SAT CFe35200703476811015264590003462880194520636029 gerado com sucesso
20200730205208|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205254|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205254|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205254|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205255|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205255|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205256|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205257|SAT-AC|info|nvl 1:(EnviarDadosVenda):176559 CF-e-SAT CFe35200703476811015264590003462880194532311049 gerado com sucesso
20200730205257|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205405|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205405|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205405|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205406|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205406|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205525|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205525|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205525|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205526|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205526|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205526|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205527|SAT-AC|info|nvl 1:(EnviarDadosVenda):176948 CF-e-SAT CFe35200703476811015264590003462880194543574836 gerado com sucesso
20200730205527|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205732|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205732|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205732|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205732|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205732|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205733|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205734|SAT-AC|info|nvl 1:(EnviarDadosVenda):177130 CF-e-SAT CFe35200703476811015264590003462880194554275215 gerado com sucesso
20200730205734|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205900|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205900|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205900|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205902|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205902|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205902|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205903|SAT-AC|info|nvl 1:(EnviarDadosVenda):177337 CF-e-SAT CFe35200703476811015264590003462880194560938158 gerado com sucesso
20200730205903|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730205928|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730205928|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730205928|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730205929|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730205929|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730205929|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730205930|SAT-AC|info|nvl 1:(EnviarDadosVenda):177595 CF-e-SAT CFe35200703476811015264590003462880194575029884 gerado com sucesso
20200730205930|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730210037|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730210037|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730210037|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730210038|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730210038|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730210038|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200730210039|SAT-AC|info|nvl 1:(EnviarDadosVenda):177826 CF-e-SAT CFe35200703476811015264590003462880194581714860 gerado com sucesso
20200730210039|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200730210906|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200730210906|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200730210906|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730210906|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730210906|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200730210906|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200730210907|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200730210907|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731071406|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731071407|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731071407|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731071407|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731071408|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731071408|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140246|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140246|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140246|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140247|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140247|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140247|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140248|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140248|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140310|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140310|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140310|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140311|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140311|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140418|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140418|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140418|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140419|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140419|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140419|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731140420|SAT-AC|info|nvl 1:(EnviarDadosVenda):178669 CF-e-SAT CFe35200703476811015264590003462880194595723247 gerado com sucesso
20200731140420|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731140515|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140515|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140515|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140515|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140515|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140516|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731140517|SAT-AC|info|nvl 1:(EnviarDadosVenda):178829 CF-e-SAT CFe35200703476811015264590003462880194607314708 gerado com sucesso
20200731140517|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731140620|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140620|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140620|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140621|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140621|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140621|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731140622|SAT-AC|info|nvl 1:(EnviarDadosVenda):179072 CF-e-SAT CFe35200703476811015264590003462880194615679850 gerado com sucesso
20200731140622|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731140719|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731140719|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731140719|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731140719|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731140720|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731140720|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731140721|SAT-AC|info|nvl 1:(EnviarDadosVenda):179235 CF-e-SAT CFe35200703476811015264590003462880194621142919 gerado com sucesso
20200731140721|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731145027|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145027|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145027|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145028|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145028|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145028|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145028|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145028|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145029|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145029|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145029|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145030|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145030|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145345|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145345|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145345|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145345|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145345|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145345|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145346|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145346|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145347|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145347|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145347|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145349|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145349|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145429|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145429|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145429|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145429|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145429|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145430|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731145430|SAT-AC|info|nvl 1:(EnviarDadosVenda):179824 CF-e-SAT CFe35200703476811015264590003462880194639933020 gerado com sucesso
20200731145431|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731145734|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145734|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145734|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145735|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145735|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145735|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731145736|SAT-AC|info|nvl 1:(EnviarDadosVenda):179992 CF-e-SAT CFe35200703476811015264590003462880194649902519 gerado com sucesso
20200731145736|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731145850|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145850|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145850|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145851|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145851|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145851|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145852|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145852|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731145852|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731145852|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731145852|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731145853|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731145853|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731150432|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731150432|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731150432|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731150433|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731150433|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731150434|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731150435|SAT-AC|info|nvl 1:(EnviarDadosVenda):180497 CF-e-SAT CFe35200703476811015264590003462880194659839194 gerado com sucesso
20200731150435|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731150559|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731150600|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731150600|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731150600|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731150600|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731150601|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731150601|SAT-AC|info|nvl 1:(EnviarDadosVenda):180663 CF-e-SAT CFe35200703476811015264590003462880194661018330 gerado com sucesso
20200731150601|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731150702|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731150702|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731150702|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731150703|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731150703|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731150703|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731150704|SAT-AC|info|nvl 1:(EnviarDadosVenda):180853 CF-e-SAT CFe35200703476811015264590003462880194671407657 gerado com sucesso
20200731150704|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200731155310|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731155310|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731155310|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731155311|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731155311|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731155311|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731155312|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731155312|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731155312|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731155312|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731155312|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731155313|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731155313|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731155440|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200731155440|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200731155440|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200731155441|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200731155441|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200731155441|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200731155442|SAT-AC|info|nvl 1:(EnviarDadosVenda):181264 CF-e-SAT CFe35200703476811015264590003462880194682785011 gerado com sucesso
20200731155442|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
