Tienda,Cesion,"Fecha Salida","Fecha Entrada"
52227,0018016880,"2018-04-16 11:57:42","2018-04-16 12:00:15"
52227,0018017158,"2018-04-16 11:35:01","2018-04-16 11:37:45"
52227,0018017359,"2018-04-16 09:49:38","2018-04-16 10:22:00"
52227,0018019589,"2018-04-16 11:19:26","2018-04-16 11:22:45"
52227,0018022223,"2018-04-16 11:34:07","2018-04-16 11:37:45"
52227,0018022241,"2018-04-16 09:20:11","2018-04-16 09:22:14"
52227,0018022815,"2018-04-16 11:56:58","2018-04-16 12:00:15"
52227,0018024197,"2018-04-16 09:18:23","2018-04-16 09:21:57"
52227,0018026248,"2018-04-16 11:16:54","2018-04-16 11:22:45"
52227,0018029995,"2018-04-16 11:40:46","2018-04-16 11:42:45"
52227,0018031292,"2018-04-16 11:20:18","2018-04-16 11:22:45"
52227,0018032629,"2018-04-16 11:46:58","2018-04-16 11:52:45"
52507,0017910640,"2018-04-16 09:37:53","2018-04-16 09:38:41"
52507,0017975515,"2018-04-16 09:29:11","2018-04-16 09:32:29"
52507,0017987898,"2018-04-16 09:47:22","2018-04-16 09:50:46"
52507,0017998524,"2018-04-16 09:50:22","2018-04-16 09:51:59"
52507,0018002469,"2018-04-16 09:00:06","2018-04-16 09:01:19"
52507,0018003761,"2018-04-16 09:19:34","2018-04-16 09:21:43"
52507,0018006231,"2018-04-16 09:54:01","2018-04-16 09:57:53"
52507,0018008648,"2018-04-16 09:36:16","2018-04-16 09:37:25"
52507,0018009080,"2018-04-16 11:33:18","2018-04-16 11:38:05"
52507,0018010022,"2018-04-16 09:44:46","2018-04-16 09:50:46"
52507,0018013244,"2018-04-16 08:49:46","2018-04-16 08:54:13"
52507,0018013314,"2018-04-16 09:35:22","2018-04-16 09:37:25"
52507,0018013317,"2018-04-16 11:35:12","2018-04-16 11:38:05"
52507,0018014093,"2018-04-16 10:07:13","2018-04-16 10:13:28"
52507,0018014469,"2018-04-16 09:39:05","2018-04-16 09:50:46"
52507,0018015224,"2018-04-16 09:26:04","2018-04-16 09:27:38"
52507,0018015340,"2018-04-16 10:04:54","2018-04-16 10:13:28"
52507,0018016497,"2018-04-16 09:08:54","2018-04-16 09:10:02"
52507,0018016546,"2018-04-16 09:18:52","2018-04-16 09:21:42"
52507,0018016592,"2018-04-16 09:22:59","2018-04-16 09:27:38"
52507,0018017475,"2018-04-16 09:28:49","2018-04-16 09:32:29"
52507,0018017917,"2018-04-16 08:58:29","2018-04-16 08:59:59"
52507,0018018103,"2018-04-16 09:24:53","2018-04-16 09:27:38"
52507,0018019748,"2018-04-16 09:58:38","2018-04-16 10:02:53"
52507,0018019792,"2018-04-16 09:52:52","2018-04-16 09:57:53"
52507,0018021305,"2018-04-16 09:34:06","2018-04-16 09:35:10"
52507,0018021569,"2018-04-16 10:30:37","2018-04-16 10:37:33"
52507,0018021598,"2018-04-16 08:03:30","2018-04-16 08:13:51"
52507,0018021849,"2018-04-16 09:28:21","2018-04-16 09:32:29"
52507,0018022107,"2018-04-16 08:16:03","2018-04-16 08:19:13"
52507,0018022717,"2018-04-16 09:47:52","2018-04-16 09:50:46"
52507,0018022876,"2018-04-16 10:29:27","2018-04-16 10:32:32"
52507,0018023003,"2018-04-16 10:52:42","2018-04-16 10:56:43"
52507,0018023960,"2018-04-16 09:39:55","2018-04-16 09:50:46"
52507,0018025012,"2018-04-16 11:34:16","2018-04-16 11:38:05"
52507,0018026712,"2018-04-16 08:29:36","2018-04-16 08:34:13"
52507,0018027937,"2018-04-16 10:11:34","2018-04-16 10:13:28"
52507,0018028233,"2018-04-16 11:18:12","2018-04-16 11:24:17"
52507,0018028671,"2018-04-16 11:55:22","2018-04-16 11:57:08"
52507,0018028936,"2018-04-16 10:25:03","2018-04-16 10:27:01"
52507,0018029249,"2018-04-16 11:32:18","2018-04-16 11:33:40"
52507,0018030456,"2018-04-16 11:01:59","2018-04-16 11:05:43"
52507,0018031248,"2018-04-16 11:14:32","2018-04-16 11:17:02"
52507,0018032637,"2018-04-16 11:35:49","2018-04-16 11:38:05"
52522,0017972965,"2018-04-16 09:53:45","2018-04-16 09:59:00"
